"subjects","E","S","R","rt"
"rt5t","speed","right","left",0.3156
"rt5t","neutral","right","left",0.7029
"rt5t","neutral","right","right",0.452
"rt5t","neutral","left","right",0.6093
"rt5t","neutral","right","right",0.615
"rt5t","accuracy","left","right",0.5592
"rt5t","accuracy","left","right",0.6495
"rt5t","speed","right","left",0.2682
"rt5t","accuracy","right","left",0.4891
"rt5t","accuracy","left","left",0.7497
"rt5t","neutral","right","left",0.8878
"rt5t","neutral","left","left",0.4315
"rt5t","accuracy","right","left",0.3747
"rt5t","accuracy","right","right",0.6397
"rt5t","neutral","left","left",0.4269
"rt5t","accuracy","right","left",0.3845
"rt5t","accuracy","left","left",0.4555
"rt5t","speed","left","left",0.3118
"rt5t","accuracy","left","left",0.6099
"rt5t","accuracy","right","left",0.329
"rt5t","speed","left","left",0.7877
"rt5t","speed","right","left",1.277
"rt5t","speed","left","left",0.4718
"rt5t","speed","right","right",0.7324
"rt5t","accuracy","left","left",0.5993
"rt5t","neutral","right","right",0.4767
"rt5t","accuracy","left","right",0.6773
"rt5t","accuracy","right","right",1.4218
"rt5t","speed","right","right",0.875
"rt5t","speed","right","left",0.6767
"rt5t","neutral","right","left",0.4355
"rt5t","neutral","right","left",0.3116
"rt5t","neutral","right","left",0.6042
"rt5t","accuracy","left","left",1.3643
"rt5t","accuracy","left","right",0.7687
"rt5t","speed","right","left",0.4951
"rt5t","neutral","left","left",0.5111
"rt5t","accuracy","left","left",0.6609
"rt5t","speed","left","right",0.6072
"rt5t","neutral","right","left",0.4478
"rt5t","neutral","right","left",0.8316
"rt5t","accuracy","right","right",0.5321
"rt5t","speed","right","left",0.402
"rt5t","speed","right","left",1.0888
"rt5t","accuracy","left","right",0.4374
"rt5t","neutral","right","right",0.4093
"rt5t","accuracy","right","right",0.6717
"rt5t","neutral","right","right",0.2842
"rt5t","accuracy","left","left",0.4909
"rt5t","speed","left","left",0.6562
"rt5t","neutral","left","left",0.4324
"rt5t","speed","left","left",0.6562
"rt5t","neutral","right","left",0.4947
"rt5t","neutral","left","left",0.6494
"rt5t","accuracy","left","left",0.2973
"rt5t","speed","right","left",0.4034
"rt5t","speed","left","left",0.4193
"rt5t","neutral","right","left",0.6676
"rt5t","accuracy","left","left",0.3643
"rt5t","speed","left","left",0.3457
"rt5t","accuracy","left","right",0.7946
"rt5t","speed","right","left",0.5215
"rt5t","speed","left","left",0.3729
"rt5t","accuracy","left","right",0.8417
"rt5t","neutral","right","right",0.4773
"rt5t","accuracy","left","right",0.6031
"rt5t","speed","right","right",0.476
"rt5t","accuracy","right","right",0.369
"rt5t","speed","right","right",0.2672
"rt5t","speed","right","left",0.3451
"rt5t","accuracy","left","left",0.9006
"rt5t","accuracy","left","left",0.6021
"rt5t","neutral","left","right",0.4887
"rt5t","speed","left","left",0.3098
"rt5t","neutral","left","left",0.5741
"rt5t","accuracy","right","left",0.451
"rt5t","speed","left","left",0.5647
"rt5t","accuracy","right","right",0.4479
"rt5t","neutral","left","right",0.5377
"rt5t","speed","right","left",0.861
"rt5t","speed","left","left",0.3189
"rt5t","speed","left","left",0.3499
"rt5t","neutral","left","left",0.6284
"rt5t","speed","right","left",0.4759
"rt5t","accuracy","left","left",0.9442
"rt5t","accuracy","left","left",0.4537
"rt5t","accuracy","right","right",0.5184
"rt5t","speed","right","left",1.4221
"rt5t","accuracy","right","right",0.5604
"rt5t","accuracy","left","left",1.0796
"rt5t","neutral","left","left",1.0742
"rt5t","speed","left","left",0.4374
"rt5t","neutral","right","right",0.5565
"rt5t","speed","right","left",0.9968
"rt5t","neutral","right","right",0.7274
"rt5t","accuracy","right","right",1.4571
"rt5t","accuracy","left","right",0.4421
"rt5t","accuracy","right","left",0.6818
"rt5t","neutral","left","left",0.7127
"rt5t","accuracy","right","right",0.6737
"rt5t","neutral","right","left",0.4932
"rt5t","accuracy","left","left",0.9486
"rt5t","accuracy","left","left",0.687
"rt5t","speed","right","left",0.4034
"rt5t","neutral","left","left",0.5971
"rt5t","speed","right","right",0.489
"rt5t","accuracy","left","left",0.4136
"rt5t","accuracy","right","right",0.6294
"rt5t","neutral","left","left",0.465
"rt5t","accuracy","left","left",0.5778
"rt5t","speed","right","left",0.4634
"rt5t","accuracy","left","left",0.5227
"rt5t","neutral","left","left",0.3799
"rt5t","neutral","left","left",0.7046
"rt5t","accuracy","right","left",0.4018
"rt5t","neutral","right","left",0.5962
"rt5t","accuracy","left","left",0.6086
"rt5t","accuracy","left","left",0.4521
"rt5t","neutral","left","left",0.5719
"rt5t","accuracy","left","left",0.5398
"rt5t","neutral","right","right",0.3031
"rt5t","neutral","right","left",0.5853
"rt5t","speed","left","right",0.3126
"rt5t","neutral","right","right",0.7592
"rt5t","speed","right","right",0.6157
"rt5t","neutral","left","left",0.4882
"rt5t","neutral","right","right",0.8338
"rt5t","accuracy","right","right",0.5032
"rt5t","accuracy","left","left",0.5878
"rt5t","neutral","right","left",0.4558
"rt5t","speed","right","right",0.2941
"rt5t","neutral","left","left",0.5335
"rt5t","accuracy","right","left",0.5277
"rt5t","speed","right","left",0.3487
"rt5t","neutral","right","left",0.5603
"rt5t","accuracy","right","left",0.5426
"rt5t","accuracy","left","left",0.884
"rt5t","speed","left","left",0.5597
"rt5t","accuracy","right","right",0.6412
"rt5t","accuracy","right","right",1.2143
"rt5t","neutral","left","left",0.3549
"rt5t","accuracy","right","right",1.132
"rt5t","speed","right","right",1.3832
"rt5t","speed","right","right",0.5362
"rt5t","speed","right","left",0.539
"rt5t","accuracy","left","left",0.3507
"rt5t","accuracy","right","left",0.4367
"rt5t","accuracy","left","right",0.7958
"rt5t","neutral","right","right",0.2699
"rt5t","neutral","right","right",0.4086
"rt5t","neutral","right","right",0.4072
"rt5t","speed","right","right",0.4487
"rt5t","neutral","right","right",0.3704
"rt5t","accuracy","right","right",0.4226
"rt5t","speed","left","left",0.6162
"rt5t","neutral","left","left",0.3029
"rt5t","accuracy","right","left",0.7537
"rt5t","speed","left","left",0.5065
"rt5t","accuracy","left","left",1.0046
"rt5t","speed","right","left",0.3858
"rt5t","speed","right","right",0.5509
"rt5t","speed","left","right",0.333
"rt5t","accuracy","left","left",0.457
"rt5t","speed","left","right",0.3865
"rt5t","accuracy","right","right",1.0669
"rt5t","accuracy","left","right",0.4677
"rt5t","accuracy","left","left",0.5433
"rt5t","accuracy","right","left",0.3952
"rt5t","speed","right","left",0.4701
"rt5t","neutral","right","left",0.4288
"rt5t","speed","right","left",0.58
"rt5t","accuracy","right","left",0.5376
"rt5t","accuracy","left","left",1.1498
"rt5t","accuracy","right","left",0.4768
"rt5t","speed","right","right",0.5521
"rt5t","speed","right","right",0.7299
"rt5t","speed","right","left",0.4099
"rt5t","accuracy","right","left",0.5375
"rt5t","speed","left","left",0.413
"rt5t","speed","left","left",0.3229
"rt5t","accuracy","right","right",0.5466
"rt5t","neutral","left","left",0.8719
"rt5t","neutral","left","right",0.3866
"rt5t","accuracy","left","right",0.484
"rt5t","neutral","right","left",0.3201
"rt5t","speed","left","left",0.488
"rt5t","accuracy","left","left",0.8618
"rt5t","neutral","right","right",0.3949
"rt5t","accuracy","right","left",1.0797
"rt5t","speed","left","left",0.439
"rt5t","neutral","left","right",0.5914
"rt5t","speed","right","left",0.3158
"rt5t","accuracy","right","left",0.4186
"rt5t","neutral","right","left",0.4214
"rt5t","accuracy","right","right",0.6223
"rt5t","neutral","left","left",0.752
"rt5t","accuracy","right","left",0.3748
"rt5t","neutral","left","left",0.3166
"rt5t","accuracy","right","right",0.3826
"rt5t","accuracy","right","right",0.2954
"rt5t","accuracy","right","left",1.4342
"rt5t","accuracy","right","right",0.3659
"rt5t","accuracy","right","right",0.3387
"rt5t","accuracy","right","right",0.4757
"rt5t","speed","right","right",0.4484
"rt5t","neutral","right","right",0.4401
"rt5t","neutral","left","right",0.4267
"rt5t","neutral","right","right",0.3795
"rt5t","accuracy","left","left",0.7286
"rt5t","speed","left","left",0.4455
"rt5t","accuracy","left","right",1.0284
"rt5t","neutral","right","left",0.5662
"rt5t","accuracy","left","left",0.4773
"rt5t","neutral","right","left",0.4729
"rt5t","accuracy","right","right",0.5717
"rt5t","accuracy","right","right",0.7891
"rt5t","accuracy","right","right",0.4296
"rt5t","neutral","right","left",1.1103
"rt5t","neutral","left","left",0.4265
"rt5t","accuracy","left","left",1.2173
"rt5t","accuracy","right","right",0.4756
"rt5t","accuracy","left","right",0.4172
"rt5t","speed","left","left",0.6942
"rt5t","speed","left","left",0.4749
"rt5t","neutral","left","left",0.429
"rt5t","speed","left","left",0.36
"rt5t","speed","right","right",0.3455
"rt5t","speed","left","left",0.2851
"rt5t","neutral","right","left",0.6354
"rt5t","accuracy","left","right",1.3579
"rt5t","neutral","left","left",1.2816
"rt5t","neutral","right","left",0.7296
"rt5t","neutral","left","right",1.4468
"rt5t","speed","right","right",0.8112
"rt5t","speed","left","left",0.5499
"rt5t","neutral","right","left",0.485
"rt5t","accuracy","left","right",0.4628
"rt5t","accuracy","right","right",0.4563
"rt5t","neutral","left","left",0.7833
"rt5t","neutral","left","right",1.3308
"rt5t","accuracy","right","left",0.6464
"rt5t","speed","right","left",0.4815
"rt5t","neutral","right","right",0.3446
"rt5t","accuracy","left","left",0.7122
"rt5t","accuracy","right","right",0.6793
"rt5t","speed","right","right",0.2617
"rt5t","neutral","right","right",1.4929
"rt5t","neutral","left","left",0.6262
"rt5t","accuracy","right","right",1.0813
"rt5t","neutral","right","left",0.6238
"rt5t","accuracy","left","left",0.5839
"rt5t","accuracy","right","right",0.6281
"rt5t","neutral","left","right",0.4597
"rt5t","neutral","right","left",0.5628
"rt5t","speed","left","left",0.2723
"rt5t","neutral","right","left",0.4284
"rt5t","neutral","right","right",0.9841
"rt5t","speed","left","right",0.7386
"rt5t","speed","right","right",0.2745
"rt5t","accuracy","right","left",0.5243
"rt5t","neutral","left","right",0.3711
"rt5t","neutral","right","right",1.0601
"rt5t","accuracy","right","right",0.4616
"rt5t","accuracy","right","right",0.624
"rt5t","speed","left","left",0.7651
"rt5t","accuracy","left","left",0.6224
"rt5t","accuracy","right","left",0.4913
"rt5t","accuracy","left","left",0.9489
"rt5t","speed","right","left",0.2994
"rt5t","speed","left","right",1.1526
"rt5t","accuracy","right","right",0.4361
"rt5t","speed","left","left",0.9273
"rt5t","speed","right","right",0.5099
"rt5t","accuracy","right","right",0.9163
"rt5t","neutral","left","left",0.4982
"rt5t","neutral","right","right",0.4787
"scat","accuracy","left","left",0.5119
"scat","speed","left","left",0.4643
"scat","neutral","right","right",0.3892
"scat","speed","left","left",0.3236
"scat","speed","right","left",0.3614
"scat","speed","right","right",0.3851
"scat","neutral","left","left",0.3523
"scat","neutral","left","left",0.4011
"scat","speed","right","right",0.4043
"scat","speed","left","left",0.3035
"scat","speed","right","right",0.3249
"scat","neutral","left","left",0.3227
"scat","accuracy","right","right",0.3877
"scat","speed","left","left",0.3609
"scat","neutral","right","right",0.2953
"scat","speed","right","left",0.3018
"scat","speed","left","left",0.3779
"scat","neutral","left","left",0.3181
"scat","neutral","left","right",0.3304
"scat","accuracy","left","left",0.2988
"scat","speed","right","right",0.3417
"scat","neutral","left","left",0.4049
"scat","speed","left","left",0.4445
"scat","speed","right","right",0.3124
"scat","speed","right","left",0.444
"scat","accuracy","left","left",0.3692
"scat","neutral","right","right",0.463
"scat","accuracy","left","left",0.4114
"scat","accuracy","left","right",0.3753
"scat","neutral","right","left",0.3546
"scat","neutral","left","left",0.3467
"scat","neutral","right","right",0.5531
"scat","neutral","right","left",0.4692
"scat","accuracy","left","left",0.4332
"scat","speed","right","right",0.3127
"scat","neutral","left","left",0.318
"scat","speed","left","left",0.3115
"scat","speed","right","right",0.4052
"scat","speed","left","left",0.2912
"scat","accuracy","left","left",0.3705
"scat","speed","left","left",0.3005
"scat","accuracy","left","left",0.6421
"scat","neutral","left","left",0.4357
"scat","speed","left","left",1.1433
"scat","speed","right","left",0.4831
"scat","speed","right","left",0.3497
"scat","speed","right","left",0.3238
"scat","speed","right","right",0.414
"scat","accuracy","left","left",0.5593
"scat","neutral","right","left",0.4604
"scat","accuracy","left","right",0.4998
"scat","speed","right","right",0.4407
"scat","speed","right","left",0.7538
"scat","neutral","right","right",0.3731
"scat","accuracy","left","left",0.3336
"scat","speed","left","right",0.3468
"scat","accuracy","right","right",0.5155
"scat","accuracy","right","left",0.3143
"scat","speed","left","left",0.4747
"scat","accuracy","right","right",0.3668
"scat","neutral","left","left",0.3876
"scat","accuracy","left","right",0.5771
"scat","accuracy","left","left",0.4156
"scat","speed","right","right",0.3418
"scat","accuracy","right","left",0.4901
"scat","speed","right","right",0.4456
"scat","speed","left","left",0.4106
"scat","speed","left","left",0.3693
"scat","speed","left","left",0.3432
"scat","speed","right","right",0.3054
"scat","speed","right","left",0.3005
"scat","speed","left","right",0.4048
"scat","speed","right","right",0.5669
"scat","neutral","right","right",0.4676
"scat","speed","left","left",0.3574
"scat","speed","left","right",0.351
"scat","neutral","right","left",0.3377
"scat","accuracy","left","left",0.4232
"scat","accuracy","right","right",0.431
"scat","speed","right","left",0.4465
"scat","speed","right","right",0.3585
"scat","accuracy","left","left",0.4586
"scat","speed","right","right",0.3383
"scat","neutral","right","left",0.4385
"scat","speed","left","right",0.2809
"scat","accuracy","left","right",0.4653
"scat","speed","right","right",0.3958
"scat","speed","right","left",0.3775
"scat","accuracy","left","left",0.3776
"scat","accuracy","left","left",0.6873
"scat","neutral","left","left",0.4852
"scat","speed","right","left",0.3459
"scat","accuracy","left","right",0.3681
"scat","neutral","left","left",0.3183
"scat","neutral","right","right",0.3729
"scat","accuracy","right","left",0.326
"scat","accuracy","right","right",0.5585
"scat","neutral","right","right",0.3808
"scat","accuracy","left","right",0.4768
"scat","neutral","left","left",0.3428
"scat","neutral","left","right",0.5472
"scat","speed","right","right",0.4194
"scat","speed","left","left",0.3471
"scat","speed","right","right",0.3812
"scat","neutral","left","left",0.3419
"scat","neutral","right","right",0.3302
"scat","accuracy","right","right",0.3917
"scat","neutral","left","left",0.5221
"scat","speed","right","right",0.3895
"scat","speed","right","left",0.4896
"scat","neutral","right","right",0.3011
"scat","neutral","left","left",0.4259
"scat","speed","right","right",0.338
"scat","speed","left","right",0.418
"scat","neutral","left","left",0.3944
"scat","speed","right","right",0.3832
"scat","neutral","right","right",0.487
"scat","speed","right","left",0.5196
"scat","speed","left","left",0.3857
"scat","speed","right","right",0.3737
"scat","speed","left","left",0.3663
"scat","speed","left","right",0.5627
"scat","accuracy","right","left",0.4339
"scat","accuracy","right","left",0.4907
"scat","neutral","right","right",0.4394
"scat","accuracy","right","right",0.3631
"scat","neutral","right","right",0.398
"scat","neutral","right","right",0.4572
"scat","neutral","left","right",0.4331
"scat","neutral","left","right",0.4204
"scat","neutral","right","right",0.4665
"scat","neutral","right","right",0.4359
"scat","accuracy","right","left",0.43
"scat","speed","right","right",0.4644
"scat","speed","right","right",0.4505
"scat","accuracy","left","left",0.3446
"scat","speed","right","left",0.4785
"scat","accuracy","right","right",0.378
"scat","neutral","left","left",0.3783
"scat","neutral","right","right",0.5145
"scat","neutral","right","right",0.451
"scat","accuracy","right","right",0.4869
"scat","accuracy","right","right",0.4596
"scat","accuracy","left","left",0.4461
"scat","neutral","right","right",0.445
"scat","accuracy","right","left",0.4767
"scat","neutral","right","right",0.4215
"scat","neutral","right","right",0.53
"scat","neutral","right","right",0.4627
"scat","speed","left","left",0.4341
"scat","neutral","right","right",0.4649
"scat","neutral","left","left",0.553
"scat","accuracy","left","left",0.4676
"scat","neutral","left","left",0.5425
"scat","accuracy","left","left",0.4222
